filename,st_name,speaker,age,gender,text,arg0,arg1,metaphor_score
NJ2022.txt,New Jersey,Murphy_Phil,65,0,Many jobs await in the cannabis industry ready to take off.,job,await,.37415013
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We will not let it.,let,it,.48966208
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Lower costs will save families hundreds, if not thousands, of dollars a year.",save,hundred,.3369267
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Not when there is still too much uncertainty in our lives and our communities, and too many challenges ahead.",many,challenge,.60924751
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"A few weeks ago, I initiated a new program to help us in this effort.",new,program,.43483317
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We have also made in-state tuition payments and investments in college savings plans tax deductible.,plan,deductible,.41032356
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We continue to lose too many residents to the grip of opioid misuse.,many,resident,.39361018
NJ2022.txt,New Jersey,Murphy_Phil,65,0,This doesn’t mean we won’t or even can’t disagree.,this,mean,.47310984
NJ2022.txt,New Jersey,Murphy_Phil,65,0,New businesses and jobs are being created because we restored common sense and fairness to our system of tax incentives.,new,business,.49988803
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And every vaccine dose is a ray of light through the dark cloud that has hung over our families.,vaccine,dose,.24150845
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Across the nine years before I took office, New Jersey’s economic growth ranked 47th among all states.",growth,rank,.72028434
NJ2022.txt,New Jersey,Murphy_Phil,65,0,But the truth is the exact opposite.,exact,opposite,.49021059
NJ2022.txt,New Jersey,Murphy_Phil,65,0,And it means that more of our fellow New Jerseyans are leaving us all too soon.,it,mean,.45486042
NJ2022.txt,New Jersey,Murphy_Phil,65,0,We are a model that others now seek to emulate.,other,seek,.51416737
NJ2022.txt,New Jersey,Murphy_Phil,65,0,"Small businesses are the backbone of our economy, and we’re keeping that backbone strong.",keep,backbone,.57542139
NJ2022.txt,New Jersey,Murphy_Phil,65,0,This is the progress we can make together by putting our focus in the right places.,right,place,.48916143
